[2371, 1025, 699, 15, 3227, 2201, 1840, 140, 2499, 737, 689, 2767, 2808, 1737, 2238, 2547, 1520, 2044, 1984, 437, 2481, 125, 2846, 351, 2033, 605, 1918, 637, 1985, 2643]
[901, 2340, 390, 3112, 400, 1598, 57, 700, 1182, 627, 623, 1744, 3103, 2453, 597, 1711, 635, 1934, 2807, 892, 2625, 1648, 586, 493, 2331, 3208, 579, 2295, 371, 2901]
[1331, 457, 2460, 1912, 2017, 2648, 695, 995, 3237, 849, 325, 1632, 2790, 1245, 1589, 1393, 758, 3154, 1454, 19, 434, 322, 2520, 963, 2592, 429, 1596, 1164, 1110, 397]
[2779, 1263, 1915, 1900, 2158, 1051, 2131, 750, 558, 1482, 2223, 1076, 683, 1143, 728, 1866, 1538, 626, 1701, 1142, 3043, 1697, 2060, 243, 3150, 1068, 1113, 3166, 923, 1505]
[1601, 491, 1850, 3265, 1821, 149, 1251, 2570, 1207, 1462, 1137, 618, 2012, 2197, 1739, 2083, 472, 3309, 1835, 1538, 3070, 152, 79, 1828, 2033, 2464, 1596, 774, 1162, 2220]
[1017, 3138, 1106, 2779, 1001, 3067, 1963, 2176, 71, 3087, 1983, 3326, 274, 2733, 3032, 117, 126, 2659, 85, 3309, 1976, 640, 495, 3013, 1635, 809, 3211, 3139, 2391, 654]
[512, 1948, 891, 241, 2936, 1169, 3261, 700, 2000, 158, 830, 2929, 1262, 1769, 1489, 890, 3274, 1564, 2111, 3135, 1800, 1703, 1880, 197, 543, 2249, 1921, 944, 2464, 1679]
[120, 2946, 3162, 2144, 336, 1872, 537, 1963, 1862, 796, 2568, 1931, 185, 1983, 3156, 126, 2503, 1569, 2694, 427, 3030, 705, 2230, 2221, 1761, 2529, 3217, 2945, 226, 566]
[3062, 1885, 1062, 2804, 2357, 2168, 503, 2811, 1160, 2985, 2671, 1729, 2492, 2755, 225, 1616, 2956, 481, 3306, 2530, 1760, 1492, 2336, 2934, 1439, 84, 1685, 989, 80, 638]
[1203, 1787, 961, 187, 98, 364, 2236, 919, 1501, 2617, 380, 3036, 374, 1489, 2666, 2789, 1972, 1127, 639, 1279, 395, 966, 406, 2331, 2586, 2731, 959, 1162, 811, 989]
[1624, 2103, 1086, 2105, 2439, 1944, 1304, 1327, 1623, 788, 1863, 1741, 1983, 1491, 3105, 789, 2083, 815, 421, 2990, 527, 2299, 2487, 1986, 2853, 1785, 1423, 2472, 2993, 3117]
[716, 2540, 2590, 2354, 2757, 718, 281, 3057, 1156, 818, 2180, 515, 1856, 500, 1784, 251, 1391, 1869, 1457, 1959, 907, 2211, 908, 1257, 1229, 3119, 441, 2009, 1455, 1309]
[864, 491, 2696, 1179, 2409, 1875, 1223, 145, 1177, 1606, 2551, 833, 168, 2306, 1906, 2083, 639, 1846, 2922, 1127, 426, 770, 1230, 2577, 2927, 3252, 2055, 1446, 494, 927]
[1263, 2438, 1555, 187, 1328, 537, 3291, 2711, 750, 2944, 227, 2482, 778, 2072, 3210, 2265, 2855, 672, 2083, 360, 2362, 1751, 1292, 2886, 2481, 1039, 2557, 2817, 1595, 2495]
[1510, 466, 1799, 1382, 2994, 55, 796, 779, 1730, 3031, 1796, 1694, 722, 354, 2012, 1142, 116, 1249, 1967, 247, 3013, 2859, 1252, 460, 2488, 1323, 584, 1700, 1857, 1435]
[1514, 454, 2144, 1436, 1377, 210, 1156, 2187, 1602, 2970, 2548, 3, 1402, 1141, 2974, 1676, 2044, 2986, 116, 117, 619, 200, 872, 3198, 2621, 3318, 1200, 893, 3304, 3202]
[172, 1887, 241, 1120, 2588, 572, 3243, 2537, 3096, 2289, 3225, 1199, 21, 384, 2943, 1792, 2613, 990, 1469, 2628, 2650, 2882, 1057, 2784, 2775, 1425, 1536, 2259, 2920, 1474]
[2284, 2954, 1376, 2093, 3302, 1169, 1163, 145, 150, 140, 1845, 2084, 249, 2222, 2699, 2280, 2635, 3179, 2479, 471, 851, 2024, 2239, 2785, 705, 1813, 2451, 1472, 3218, 1170]
[202, 3167, 913, 0, 233, 3300, 2201, 2872, 513, 3021, 3107, 3188, 2482, 1401, 2367, 399, 990, 1597, 1984, 2265, 772, 311, 235, 1064, 2404, 2963, 2657, 698, 2901, 2335]
[1058, 2796, 571, 1819, 2685, 1065, 1626, 3024, 248, 2201, 2761, 1779, 2086, 711, 305, 2789, 2412, 2642, 3230, 2907, 1877, 585, 3280, 1816, 2824, 3131, 969, 3273, 1310, 2157]
[1603, 2509, 1133, 1848, 522, 2014, 3308, 2432, 2933, 3021, 2948, 511, 2670, 1334, 2058, 2530, 107, 2716, 1268, 2753, 521, 2630, 617, 2952, 314, 2100, 469, 2739, 283, 1716]
[131, 999, 49, 910, 2102, 1043, 1035, 1720, 2695, 2806, 656, 2171, 1553, 1441, 1709, 85, 1909, 1712, 1714, 1457, 2185, 1057, 1800, 2125, 1567, 234, 2835, 2411, 504, 1683]
[603, 576, 1258, 1424, 2020, 574, 979, 1592, 3197, 1358, 2010, 2400, 706, 3140, 1632, 119, 1532, 2194, 2604, 1329, 2853, 2575, 548, 2390, 850, 2662, 1335, 1992, 762, 860]
[2494, 1621, 2351, 913, 2881, 1766, 1951, 695, 668, 1140, 232, 2104, 2313, 2094, 697, 2407, 3230, 128, 672, 2098, 2575, 887, 2057, 677, 1898, 2973, 1324, 547, 171, 1472]
[1058, 3187, 3145, 2555, 2904, 1627, 2812, 1768, 2569, 2176, 2127, 1151, 1196, 2857, 952, 934, 3154, 1909, 3177, 2088, 242, 1190, 2298, 917, 1300, 1522, 1679, 2312, 3282, 1087]
[2460, 288, 2875, 3023, 1619, 2645, 718, 2402, 1963, 1894, 1053, 1286, 942, 2043, 873, 1466, 1934, 2044, 1295, 2753, 775, 2397, 1950, 1803, 1878, 1162, 2335, 284, 2945, 1335]
[3023, 2106, 2036, 278, 172, 2348, 975, 1692, 1748, 2089, 1968, 2885, 1739, 1745, 1111, 2682, 114, 2863, 3176, 1551, 1214, 2664, 1976, 2830, 1622, 1686, 3282, 2608, 3157, 1797]
[2908, 2174, 2093, 1222, 422, 2873, 3024, 2349, 2117, 3320, 3004, 9, 3289, 2949, 1553, 2407, 1295, 3082, 3212, 3163, 1484, 2426, 75, 521, 1761, 3288, 652, 1686, 825, 1098]
[1916, 1366, 179, 2216, 1755, 3127, 2849, 1527, 501, 271, 2842, 2754, 1506, 3205, 1143, 2833, 926, 2635, 1279, 1268, 1641, 439, 2829, 1118, 426, 2112, 3131, 738, 1716, 215]
[223, 2685, 2760, 343, 3171, 1591, 572, 1539, 132, 1670, 2343, 1832, 2468, 1074, 1411, 2716, 1964, 863, 117, 1701, 814, 311, 2597, 388, 1157, 1311, 2945, 2167, 1326, 882]
[781, 2477, 3238, 565, 2749, 2533, 558, 589, 1153, 3137, 1491, 1589, 2671, 870, 2084, 1329, 769, 2789, 2930, 1714, 137, 831, 1740, 630, 2528, 159, 2301, 485, 284, 547]
[1504, 2936, 2297, 1579, 2462, 2423, 2791, 1584, 1461, 438, 2347, 1076, 2747, 1930, 942, 2659, 2149, 2525, 2756, 2957, 2506, 426, 414, 229, 2961, 2661, 1102, 3200, 2296, 670]
